,technology,parameter,value,unit,source,further description,currency_year,financial_case,scenario,tax_credit_case
124,Compressed-Air-Adiabatic-bicharger,investment,946180.9426,EUR/MW,"Viswanathan_2022, p.59 (p.81)","{'carrier': ['elec', 'pair', 'elec'], 'technology_type': ['bicharger'], 'type': ['mechanical'], 'note': ['Turbine Compressor BOP EPC Management']}",2020.0,,,
125,Compressed-Air-Adiabatic-bicharger,lifetime,60.0,years,"Viswanathan_2022, p.59 (p.81)","{'carrier': ['elec', 'pair', 'elec'], 'technology_type': ['bicharger'], 'type': ['mechanical'], 'note': ['NULL']}",2020.0,,,
126,Compressed-Air-Adiabatic-store,FOM,0.43,%/year,"Viswanathan_2022, 0.43 % of SB 4.5.2.1 Fixed O&M p.62 (p.84)","{'carrier': ['pair'], 'technology_type': ['store'], 'type': ['mechanical'], 'note': ['derived']}",2020.0,,,
127,Compressed-Air-Adiabatic-store,investment,5448.7894,EUR/MWh,"Viswanathan_2022, p.64 (p.86)","{'carrier': ['pair'], 'technology_type': ['store'], 'type': ['mechanical'], 'note': ['Cavern Storage']}",2020.0,,,
128,Compressed-Air-Adiabatic-store,lifetime,60.0,years,"Viswanathan_2022, p.59 (p.81)","{'carrier': ['pair'], 'technology_type': ['store'], 'type': ['mechanical'], 'note': ['NULL']}",2020.0,,,
129,Concrete-charger,FOM,1.075,%/year,"Viswanathan_2022, NULL","{'carrier': ['elec', 'concrete'], 'technology_type': ['charger'], 'type': ['thermal'], 'note': ['Guesstimate, 50% on charger']}",2020.0,,,
130,Concrete-charger,efficiency,0.99,per unit,"Viswanathan_2022, p.107 (p.129)","{'carrier': ['elec', 'concrete'], 'technology_type': ['charger'], 'type': ['thermal'], 'note': ['RTE assume 99% for charge and other for discharge']}",2020.0,,,
131,Concrete-charger,investment,144192.2682,EUR/MW,"Georgiou_2018, Guesstimate that charge is 20% of capital costs of power components for sensible thermal storage","{'carrier': ['elec', 'concrete'], 'technology_type': ['charger'], 'type': ['thermal'], 'note': ['Power Equipment Charge']}",2020.0,,,
132,Concrete-charger,lifetime,35.0,years,"Viswanathan_2022, p.107 (p.129)","{'carrier': ['elec', 'concrete'], 'technology_type': ['charger'], 'type': ['thermal'], 'note': ['NULL']}",2020.0,,,
133,Concrete-discharger,FOM,0.2688,%/year,"Viswanathan_2022, NULL","{'carrier': ['concrete', 'elec'], 'technology_type': ['discharger'], 'type': ['thermal'], 'note': ['Guesstimate, 50% on discharger']}",2020.0,,,
134,Concrete-discharger,efficiency,0.4343,per unit,"Viswanathan_2022, p.107 (p.129)","{'carrier': ['concrete', 'elec'], 'technology_type': ['discharger'], 'type': ['thermal'], 'note': ['RTE assume 99% for charge and other for discharge']}",2020.0,,,
135,Concrete-discharger,investment,576769.073,EUR/MW,"Georgiou_2018, Guesstimate that charge is 80% of capital costs of power components for sensible thermal storage","{'carrier': ['concrete', 'elec'], 'technology_type': ['discharger'], 'type': ['thermal'], 'note': ['Power Equipment Discharge']}",2020.0,,,
136,Concrete-discharger,lifetime,35.0,years,"Viswanathan_2022, p.107 (p.129)","{'carrier': ['concrete', 'elec'], 'technology_type': ['discharger'], 'type': ['thermal'], 'note': ['NULL']}",2020.0,,,
137,Concrete-store,FOM,0.3308,%/year,"Viswanathan_2022, p 104 (p.126)","{'carrier': ['concrete'], 'technology_type': ['store'], 'type': ['thermal'], 'note': ['not provided calculated as for hydrogen']}",2020.0,,,
138,Concrete-store,investment,24044.2324,EUR/MWh,"Viswanathan_2022, p.98 (p.120)","{'carrier': ['concrete'], 'technology_type': ['store'], 'type': ['thermal'], 'note': ['SB and BOS 0.85 of 2021 value']}",2020.0,,,
139,Concrete-store,lifetime,35.0,years,"Viswanathan_2022, p.107 (p.129)","{'carrier': ['concrete'], 'technology_type': ['store'], 'type': ['thermal'], 'note': ['NULL']}",2020.0,,,
140,"Container feeder, ammonia",efficiency,0.7754,MWh/km,"Danish Energy Agency, inputs/data_sheets_for_maritime_commercial_freight_and_passenger_transport.xlsx","Container feeder, ammonia",2023.0,,,
141,"Container feeder, ammonia",investment,36714522.6264,EUR,"Danish Energy Agency, inputs/data_sheets_for_maritime_commercial_freight_and_passenger_transport.xlsx","Container feeder, ammonia",2023.0,,,
142,"Container feeder, ammonia",lifetime,30.0,years,"Danish Energy Agency, inputs/data_sheets_for_maritime_commercial_freight_and_passenger_transport.xlsx","Container feeder, ammonia",2023.0,,,
143,"Container feeder, diesel",efficiency,0.7718,MWh/km,"Danish Energy Agency, inputs/data_sheets_for_maritime_commercial_freight_and_passenger_transport.xlsx","Container feeder, diesel",2023.0,,,
144,"Container feeder, diesel",investment,34966212.0251,EUR,"Danish Energy Agency, inputs/data_sheets_for_maritime_commercial_freight_and_passenger_transport.xlsx","Container feeder, diesel",2023.0,,,
145,"Container feeder, diesel",lifetime,30.0,years,"Danish Energy Agency, inputs/data_sheets_for_maritime_commercial_freight_and_passenger_transport.xlsx","Container feeder, diesel",2023.0,,,
146,"Container feeder, methanol",efficiency,0.7711,MWh/km,"Danish Energy Agency, inputs/data_sheets_for_maritime_commercial_freight_and_passenger_transport.xlsx","Container feeder, methanol",2023.0,,,
147,"Container feeder, methanol",investment,35884174.4147,EUR,"Danish Energy Agency, inputs/data_sheets_for_maritime_commercial_freight_and_passenger_transport.xlsx","Container feeder, methanol",2023.0,,,
148,"Container feeder, methanol",lifetime,30.0,years,"Danish Energy Agency, inputs/data_sheets_for_maritime_commercial_freight_and_passenger_transport.xlsx","Container feeder, methanol",2023.0,,,
149,"Container, ammonia",efficiency,1.7094,MWh/km,"Danish Energy Agency, inputs/data_sheets_for_maritime_commercial_freight_and_passenger_transport.xlsx","Container, ammonia",2023.0,,,
150,"Container, ammonia",investment,125635594.6493,EUR,"Danish Energy Agency, inputs/data_sheets_for_maritime_commercial_freight_and_passenger_transport.xlsx","Container, ammonia",2023.0,,,
151,"Container, ammonia",lifetime,31.5,years,"Danish Energy Agency, inputs/data_sheets_for_maritime_commercial_freight_and_passenger_transport.xlsx","Container, ammonia",2023.0,,,
152,"Container, diesel",efficiency,1.6399,MWh/km,"Danish Energy Agency, inputs/data_sheets_for_maritime_commercial_freight_and_passenger_transport.xlsx","Container, diesel",2023.0,,,
153,"Container, diesel",investment,119652947.2851,EUR,"Danish Energy Agency, inputs/data_sheets_for_maritime_commercial_freight_and_passenger_transport.xlsx","Container, diesel",2023.0,,,
154,"Container, diesel",lifetime,32.5,years,"Danish Energy Agency, inputs/data_sheets_for_maritime_commercial_freight_and_passenger_transport.xlsx","Container, diesel",2023.0,,,
155,"Container, methanol",efficiency,1.7001,MWh/km,"Danish Energy Agency, inputs/data_sheets_for_maritime_commercial_freight_and_passenger_transport.xlsx","Container, methanol",2023.0,,,
156,"Container, methanol",investment,122644270.9672,EUR,"Danish Energy Agency, inputs/data_sheets_for_maritime_commercial_freight_and_passenger_transport.xlsx","Container, methanol",2023.0,,,
157,"Container, methanol",lifetime,32.5,years,"Danish Energy Agency, inputs/data_sheets_for_maritime_commercial_freight_and_passenger_transport.xlsx","Container, methanol",2023.0,,,
158,Diesel Bus city,FOM,0.0004,%/year,"Danish Energy Agency, inputs/data_sheets_for_commercial_freight_and_passenger_transport_0.xlsx",Diesel B1,2022.0,,,
159,Diesel Bus city,Motor size,250.0,kW,"Danish Energy Agency, inputs/data_sheets_for_commercial_freight_and_passenger_transport_0.xlsx",Diesel B1,2022.0,,,
160,Diesel Bus city,VOM,0.1068,EUR/km,"Danish Energy Agency, inputs/data_sheets_for_commercial_freight_and_passenger_transport_0.xlsx",Diesel B1,2022.0,,,
161,Diesel Bus city,efficiency,1.8862,kWh/km,"Danish Energy Agency, inputs/data_sheets_for_commercial_freight_and_passenger_transport_0.xlsx",Diesel B1,2022.0,,,
162,Diesel Bus city,investment,150756.2732,EUR/vehicle,"Danish Energy Agency, inputs/data_sheets_for_commercial_freight_and_passenger_transport_0.xlsx",Diesel B1,2022.0,,,
163,Diesel Bus city,lifetime,12.0,years,"Danish Energy Agency, inputs/data_sheets_for_commercial_freight_and_passenger_transport_0.xlsx",Diesel B1,2022.0,,,
164,Diesel Coach,FOM,0.0003,%/year,"Danish Energy Agency, inputs/data_sheets_for_commercial_freight_and_passenger_transport_0.xlsx",Diesel B2,2022.0,,,
165,Diesel Coach,Motor size,350.0,kW,"Danish Energy Agency, inputs/data_sheets_for_commercial_freight_and_passenger_transport_0.xlsx",Diesel B2,2022.0,,,
166,Diesel Coach,VOM,0.1068,EUR/km,"Danish Energy Agency, inputs/data_sheets_for_commercial_freight_and_passenger_transport_0.xlsx",Diesel B2,2022.0,,,
167,Diesel Coach,efficiency,2.0089,kWh/km,"Danish Energy Agency, inputs/data_sheets_for_commercial_freight_and_passenger_transport_0.xlsx",Diesel B2,2022.0,,,
168,Diesel Coach,investment,231296.0768,EUR/vehicle,"Danish Energy Agency, inputs/data_sheets_for_commercial_freight_and_passenger_transport_0.xlsx",Diesel B2,2022.0,,,
169,Diesel Coach,lifetime,12.0,years,"Danish Energy Agency, inputs/data_sheets_for_commercial_freight_and_passenger_transport_0.xlsx",Diesel B2,2022.0,,,
170,Diesel Truck Semi-Trailer max 50 tons,FOM,0.0005,%/year,"Danish Energy Agency, inputs/data_sheets_for_commercial_freight_and_passenger_transport_0.xlsx",Diesel L3,2022.0,,,
171,Diesel Truck Semi-Trailer max 50 tons,Motor size,380.0,kW,"Danish Energy Agency, inputs/data_sheets_for_commercial_freight_and_passenger_transport_0.xlsx",Diesel L3,2022.0,,,
172,Diesel Truck Semi-Trailer max 50 tons,VOM,0.1068,EUR/km,"Danish Energy Agency, inputs/data_sheets_for_commercial_freight_and_passenger_transport_0.xlsx",Diesel L3,2022.0,,,
173,Diesel Truck Semi-Trailer max 50 tons,efficiency,3.1541,kWh/km,"Danish Energy Agency, inputs/data_sheets_for_commercial_freight_and_passenger_transport_0.xlsx",Diesel L3,2022.0,,,
174,Diesel Truck Semi-Trailer max 50 tons,investment,142012.114,EUR/vehicle,"Danish Energy Agency, inputs/data_sheets_for_commercial_freight_and_passenger_transport_0.xlsx",Diesel L3,2022.0,,,
175,Diesel Truck Semi-Trailer max 50 tons,lifetime,10.5,years,"Danish Energy Agency, inputs/data_sheets_for_commercial_freight_and_passenger_transport_0.xlsx",Diesel L3,2022.0,,,
176,Diesel Truck Solo max 26 tons,FOM,0.0004,%/year,"Danish Energy Agency, inputs/data_sheets_for_commercial_freight_and_passenger_transport_0.xlsx",Diesel L1,2022.0,,,
177,Diesel Truck Solo max 26 tons,Motor size,273.1034,kW,"Danish Energy Agency, inputs/data_sheets_for_commercial_freight_and_passenger_transport_0.xlsx",Diesel L1,2022.0,,,
178,Diesel Truck Solo max 26 tons,VOM,0.1068,EUR/km,"Danish Energy Agency, inputs/data_sheets_for_commercial_freight_and_passenger_transport_0.xlsx",Diesel L1,2022.0,,,
179,Diesel Truck Solo max 26 tons,efficiency,2.0148,kWh/km,"Danish Energy Agency, inputs/data_sheets_for_commercial_freight_and_passenger_transport_0.xlsx",Diesel L1,2022.0,,,
180,Diesel Truck Solo max 26 tons,investment,155444.0931,EUR/vehicle,"Danish Energy Agency, inputs/data_sheets_for_commercial_freight_and_passenger_transport_0.xlsx",Diesel L1,2022.0,,,
181,Diesel Truck Solo max 26 tons,lifetime,13.8,years,"Danish Energy Agency, inputs/data_sheets_for_commercial_freight_and_passenger_transport_0.xlsx",Diesel L1,2022.0,,,
182,Diesel Truck Trailer max 56 tons,FOM,0.0004,%/year,"Danish Energy Agency, inputs/data_sheets_for_commercial_freight_and_passenger_transport_0.xlsx",Diesel L2,2022.0,,,
183,Diesel Truck Trailer max 56 tons,Motor size,382.3529,kW,"Danish Energy Agency, inputs/data_sheets_for_commercial_freight_and_passenger_transport_0.xlsx",Diesel L2,2022.0,,,
184,Diesel Truck Trailer max 56 tons,VOM,0.1068,EUR/km,"Danish Energy Agency, inputs/data_sheets_for_commercial_freight_and_passenger_transport_0.xlsx",Diesel L2,2022.0,,,
185,Diesel Truck Trailer max 56 tons,efficiency,3.1242,kWh/km,"Danish Energy Agency, inputs/data_sheets_for_commercial_freight_and_passenger_transport_0.xlsx",Diesel L2,2022.0,,,
186,Diesel Truck Trailer max 56 tons,investment,177515.1425,EUR/vehicle,"Danish Energy Agency, inputs/data_sheets_for_commercial_freight_and_passenger_transport_0.xlsx",Diesel L2,2022.0,,,
187,Diesel Truck Trailer max 56 tons,lifetime,13.8,years,"Danish Energy Agency, inputs/data_sheets_for_commercial_freight_and_passenger_transport_0.xlsx",Diesel L2,2022.0,,,
188,FCV Bus city,FOM,0.0002,%/year,"Danish Energy Agency, inputs/data_sheets_for_commercial_freight_and_passenger_transport_0.xlsx",FCV B1,2022.0,,,
189,FCV Bus city,Motor size,405.5172,kW,"Danish Energy Agency, inputs/data_sheets_for_commercial_freight_and_passenger_transport_0.xlsx",FCV B1,2022.0,,,
190,FCV Bus city,VOM,0.0979,EUR/km,"Danish Energy Agency, inputs/data_sheets_for_commercial_freight_and_passenger_transport_0.xlsx",FCV B1,2022.0,,,
191,FCV Bus city,efficiency,1.484,kWh/km,"Danish Energy Agency, inputs/data_sheets_for_commercial_freight_and_passenger_transport_0.xlsx",FCV B1,2022.0,,,
192,FCV Bus city,investment,289935.0389,EUR/vehicle,"Danish Energy Agency, inputs/data_sheets_for_commercial_freight_and_passenger_transport_0.xlsx",FCV B1,2022.0,,,
193,FCV Bus city,lifetime,12.0,years,"Danish Energy Agency, inputs/data_sheets_for_commercial_freight_and_passenger_transport_0.xlsx",FCV B1,2022.0,,,
194,FCV Coach,FOM,0.0002,%/year,"Danish Energy Agency, inputs/data_sheets_for_commercial_freight_and_passenger_transport_0.xlsx",FCV B2,2022.0,,,
195,FCV Coach,Motor size,405.5172,kW,"Danish Energy Agency, inputs/data_sheets_for_commercial_freight_and_passenger_transport_0.xlsx",FCV B2,2022.0,,,
196,FCV Coach,VOM,0.0952,EUR/km,"Danish Energy Agency, inputs/data_sheets_for_commercial_freight_and_passenger_transport_0.xlsx",FCV B2,2022.0,,,
197,FCV Coach,efficiency,1.4658,kWh/km,"Danish Energy Agency, inputs/data_sheets_for_commercial_freight_and_passenger_transport_0.xlsx",FCV B2,2022.0,,,
198,FCV Coach,investment,356840.1722,EUR/vehicle,"Danish Energy Agency, inputs/data_sheets_for_commercial_freight_and_passenger_transport_0.xlsx",FCV B2,2022.0,,,
199,FCV Coach,lifetime,12.0,years,"Danish Energy Agency, inputs/data_sheets_for_commercial_freight_and_passenger_transport_0.xlsx",FCV B2,2022.0,,,
200,FCV Truck Semi-Trailer max 50 tons,FOM,0.0004,%/year,"Danish Energy Agency, inputs/data_sheets_for_commercial_freight_and_passenger_transport_0.xlsx",FCV L3,2022.0,,,
201,FCV Truck Semi-Trailer max 50 tons,Motor size,535.3448,kW,"Danish Energy Agency, inputs/data_sheets_for_commercial_freight_and_passenger_transport_0.xlsx",FCV L3,2022.0,,,
202,FCV Truck Semi-Trailer max 50 tons,VOM,0.0952,EUR/km,"Danish Energy Agency, inputs/data_sheets_for_commercial_freight_and_passenger_transport_0.xlsx",FCV L3,2022.0,,,
203,FCV Truck Semi-Trailer max 50 tons,efficiency,2.4337,kWh/km,"Danish Energy Agency, inputs/data_sheets_for_commercial_freight_and_passenger_transport_0.xlsx",FCV L3,2022.0,,,
204,FCV Truck Semi-Trailer max 50 tons,investment,139809.9795,EUR/vehicle,"Danish Energy Agency, inputs/data_sheets_for_commercial_freight_and_passenger_transport_0.xlsx",FCV L3,2022.0,,,
205,FCV Truck Semi-Trailer max 50 tons,lifetime,10.5,years,"Danish Energy Agency, inputs/data_sheets_for_commercial_freight_and_passenger_transport_0.xlsx",FCV L3,2022.0,,,
206,FCV Truck Solo max 26 tons,FOM,0.0002,%/year,"Danish Energy Agency, inputs/data_sheets_for_commercial_freight_and_passenger_transport_0.xlsx",FCV L1,2022.0,,,
207,FCV Truck Solo max 26 tons,Motor size,398.2759,kW,"Danish Energy Agency, inputs/data_sheets_for_commercial_freight_and_passenger_transport_0.xlsx",FCV L1,2022.0,,,
208,FCV Truck Solo max 26 tons,VOM,0.0952,EUR/km,"Danish Energy Agency, inputs/data_sheets_for_commercial_freight_and_passenger_transport_0.xlsx",FCV L1,2022.0,,,
209,FCV Truck Solo max 26 tons,efficiency,1.6195,kWh/km,"Danish Energy Agency, inputs/data_sheets_for_commercial_freight_and_passenger_transport_0.xlsx",FCV L1,2022.0,,,
210,FCV Truck Solo max 26 tons,investment,235054.9487,EUR/vehicle,"Danish Energy Agency, inputs/data_sheets_for_commercial_freight_and_passenger_transport_0.xlsx",FCV L1,2022.0,,,
211,FCV Truck Solo max 26 tons,lifetime,13.8,years,"Danish Energy Agency, inputs/data_sheets_for_commercial_freight_and_passenger_transport_0.xlsx",FCV L1,2022.0,,,
212,FCV Truck Trailer max 56 tons,FOM,0.0002,%/year,"Danish Energy Agency, inputs/data_sheets_for_commercial_freight_and_passenger_transport_0.xlsx",FCV L2,2022.0,,,
213,FCV Truck Trailer max 56 tons,Motor size,398.2759,kW,"Danish Energy Agency, inputs/data_sheets_for_commercial_freight_and_passenger_transport_0.xlsx",FCV L2,2022.0,,,
214,FCV Truck Trailer max 56 tons,VOM,0.0952,EUR/km,"Danish Energy Agency, inputs/data_sheets_for_commercial_freight_and_passenger_transport_0.xlsx",FCV L2,2022.0,,,
215,FCV Truck Trailer max 56 tons,efficiency,2.7049,kWh/km,"Danish Energy Agency, inputs/data_sheets_for_commercial_freight_and_passenger_transport_0.xlsx",FCV L2,2022.0,,,
216,FCV Truck Trailer max 56 tons,investment,257125.9981,EUR/vehicle,"Danish Energy Agency, inputs/data_sheets_for_commercial_freight_and_passenger_transport_0.xlsx",FCV L2,2022.0,,,
217,FCV Truck Trailer max 56 tons,lifetime,13.8,years,"Danish Energy Agency, inputs/data_sheets_for_commercial_freight_and_passenger_transport_0.xlsx",FCV L2,2022.0,,,
218,FT fuel transport ship,FOM,5.0,%/year,"Assume comparable tanker as for LOHC transport above, c.f. Runge et al 2020, Table 10, https://papers.ssrn.com/abstract=3623514 .",,2020.0,,,
219,FT fuel transport ship,capacity,75000.0,t_FTfuel,"Assume comparable tanker as for LOHC transport above, c.f. Runge et al 2020, Table 10, https://papers.ssrn.com/abstract=3623514 .",,2020.0,,,
220,FT fuel transport ship,investment,35000000.0,EUR,"Assume comparable tanker as for LOHC transport above, c.f. Runge et al 2020, Table 10, https://papers.ssrn.com/abstract=3623514 .",,2020.0,,,
221,FT fuel transport ship,lifetime,15.0,years,"Assume comparable tanker as for LOHC transport above, c.f. Runge et al 2020, Table 10, https://papers.ssrn.com/abstract=3623514 .",,2020.0,,,
222,Fischer-Tropsch,FOM,3.0,%/year,"Agora Energiewende (2018): The Future Cost of Electricity-Based Synthetic Fuels (https://www.agora-energiewende.de/en/publications/the-future-cost-of-electricity-based-synthetic-fuels-1/), section 6.3.2.1.",,2017.0,,,
